YY,MM,DD,HH,HHOT(m),10-Minute Mean Wind Direction(Compass points),10-Minute Mean Speed(km/hour),10-Minute Maximum Gust(km/hour),Mean Sea Level Pressure(hPa),Air Temperature(degree Celsius),Relative Humidity(percent)
2023,6,11,7,1.41,Calm,0.0,,1001.2,28.3,88.0
2023,6,11,8,1.34,Calm,0.0,,1001.7,28.5,86.0
2023,6,11,9,1.36,South,6.0,11.0,1002.2,27.4,94.0
2023,6,11,10,1.44,East,5.0,9.0,1002.3,28.1,91.0
2023,6,11,11,1.58,East,19.0,26.0,1002.7,28.3,88.0
2023,6,11,12,1.71,East,19.0,26.0,1002.7,29.0,85.0
2023,6,11,13,1.79,East,12.0,17.0,1002.2,29.0,84.0
2023,6,11,14,1.86,East,10.0,15.0,1001.5,30.2,79.0
2023,6,11,15,1.91,East,15.0,20.0,1000.8,31.6,73.0
2023,6,11,16,1.9,East,14.0,18.0,1000.3,32.0,71.0
2023,6,11,17,1.77,East,17.0,22.0,1000.1,31.4,74.0
2023,6,11,18,1.52,East,17.0,26.0,1000.2,30.8,73.0
2023,6,11,19,1.24,East,13.0,19.0,,30.1,
2023,6,11,20,0.95,East,16.0,20.0,1001.3,29.2,79.0
2023,6,11,21,0.75,East,14.0,18.0,1001.8,29.0,83.0
2023,6,11,22,0.67,East,13.0,18.0,1002.6,28.8,84.0
2023,6,11,23,0.72,East,15.0,20.0,1003.2,28.8,84.0
2023,6,11,24,0.84,East,13.0,17.0,1003.5,28.9,84.0
2023,6,12,1,0.98,East,15.0,18.0,1003.1,28.7,86.0
2023,6,12,2,1.13,Variable,3.0,9.0,1002.5,28.3,88.0
2023,6,12,3,1.31,East,6.0,14.0,1002.3,28.3,87.0
2023,6,12,4,1.5,East,1.0,7.0,1001.7,28.3,85.0
2023,6,12,5,1.63,East,9.0,12.0,1001.5,28.4,86.0
2023,6,12,6,1.65,East,10.0,12.0,1001.7,28.4,84.0
2023,6,12,7,1.58,East,12.0,17.0,1002.1,28.5,83.0
2023,6,12,8,1.44,East,15.0,22.0,1002.6,28.8,83.0
2023,6,12,9,1.31,East,12.0,17.0,1002.8,29.2,83.0
2023,6,12,10,1.25,East,12.0,17.0,1002.7,29.8,78.0
2023,6,12,11,1.28,East,16.0,22.0,1002.2,30.8,71.0
2023,6,12,12,1.38,,,,1002.2,32.1,67.0
2023,6,12,13,1.49,East,18.0,26.0,1002.0,32.8,68.0
2023,6,12,14,1.57,East,23.0,29.0,1001.6,32.1,67.0
2023,6,12,15,1.65,East,19.0,24.0,1000.6,32.8,66.0
2023,6,12,16,1.71,East,17.0,24.0,1000.2,33.6,62.0
2023,6,12,17,1.73,East,20.0,26.0,1000.0,33.1,63.0
2023,6,12,18,1.64,East,15.0,21.0,1000.5,31.9,70.0
2023,6,12,19,1.45,East,17.0,22.0,1001.1,30.7,73.0
2023,6,12,20,1.22,East,18.0,23.0,1001.8,30.3,79.0
2023,6,12,21,0.99,East,14.0,24.0,1002.3,29.9,81.0
2023,6,12,22,0.84,East,15.0,20.0,1002.5,29.9,81.0
2023,6,12,23,0.79,East,15.0,20.0,1003.1,29.7,82.0
2023,6,12,24,0.87,East,14.0,18.0,1002.8,29.4,84.0
2023,6,13,1,1.02,East,9.0,14.0,1002.5,29.3,84.0
2023,6,13,2,1.18,East,9.0,14.0,1002.2,29.3,84.0
2023,6,13,3,1.34,East,5.0,9.0,1001.6,29.1,85.0
2023,6,13,4,1.51,East,3.0,5.0,1001.6,29.1,84.0
2023,6,13,5,1.68,Calm,0.0,,1001.7,28.7,85.0
2023,6,13,6,1.78,East,5.0,7.0,1001.7,28.6,85.0
2023,6,13,7,1.76,Calm,0.0,,1002.1,28.6,85.0
2023,6,13,8,1.63,Calm,0.0,,1002.6,28.9,85.0
2023,6,13,9,1.43,Calm,0.0,,1003.2,29.3,81.0
2023,6,13,10,1.23,West,6.0,9.0,1003.5,29.9,77.0
2023,6,13,11,1.1,West,13.0,18.0,1003.3,29.7,79.0
2023,6,13,12,1.09,East,9.0,14.0,1003.0,30.8,77.0
2023,6,13,13,1.17,East,9.0,12.0,1002.6,31.7,75.0
2023,6,13,14,1.27,East,14.0,24.0,1002.2,32.2,75.0
2023,6,13,15,1.36,Northeast,6.0,15.0,1001.7,31.1,75.0
2023,6,13,16,1.45,South,6.0,16.0,1001.0,30.7,79.0
2023,6,13,17,1.53,Calm,0.0,,1001.5,30.7,79.0
2023,6,13,18,1.58,East,8.0,14.0,1002.2,30.8,80.0
2023,6,13,19,1.53,Calm,6.0,,1002.2,30.4,81.0
2023,6,13,20,1.39,Variable,1.0,7.0,1002.7,30.2,81.0
2023,6,13,21,1.21,East,2.0,7.0,1003.7,30.1,81.0
2023,6,13,22,1.03,Northeast,5.0,7.0,1004.0,30.0,82.0
2023,6,13,23,0.92,Variable,1.0,14.0,1004.2,29.1,89.0
2023,6,13,24,0.91,Northwest,19.0,33.0,1004.7,27.0,93.0
2023,6,14,1,1.04,West,11.0,27.0,1004.5,25.5,97.0
2023,6,14,2,1.23,Northwest,5.0,9.0,1004.6,26.1,96.0
2023,6,14,3,1.41,Northeast,4.0,5.0,1004.0,25.7,96.0
2023,6,14,4,1.58,Calm,0.0,,1003.7,25.8,93.0
2023,6,14,5,1.73,Calm,0.0,,1003.3,25.7,95.0
2023,6,14,6,1.87,West,12.0,18.0,1004.8,25.3,94.0
2023,6,14,7,1.92,Calm,0.0,,1005.2,25.5,97.0
2023,6,14,8,1.84,Calm,0.0,,1005.7,25.9,93.0
2023,6,14,9,1.64,Calm,0.0,,1005.8,26.2,91.0
2023,6,14,10,1.36,Southwest,8.0,10.0,1005.8,26.3,92.0
2023,6,14,11,1.11,Calm,0.0,,1005.2,27.4,88.0
2023,6,14,12,0.93,East,10.0,14.0,1005.5,28.4,82.0
2023,6,14,13,0.88,East,8.0,17.0,1005.2,28.6,84.0
2023,6,14,14,0.96,East,12.0,16.0,1005.0,28.9,83.0
2023,6,14,15,1.07,West,5.0,9.0,1005.2,28.9,84.0
2023,6,14,16,1.18,,,,1004.6,28.6,86.0
2023,6,14,17,1.28,,,,1003.6,29.5,82.0
2023,6,14,18,1.38,East,8.0,11.0,1003.2,29.1,84.0
2023,6,14,19,1.45,Calm,0.0,,1003.7,29.0,84.0
2023,6,14,20,1.43,Calm,0.0,,1004.3,28.7,86.0
2023,6,14,21,1.34,East,7.0,9.0,1005.0,29.0,84.0
2023,6,14,22,1.2,Calm,0.0,,1005.6,28.6,89.0
2023,6,14,23,1.07,Northeast,1.0,9.0,1005.7,,86.0
2023,6,14,24,1.0,Calm,5.0,,1005.5,28.6,86.0
2023,6,15,1,1.04,West,5.0,11.0,1005.2,28.0,91.0
2023,6,15,2,1.23,West,3.0,11.0,1004.7,27.3,96.0
2023,6,15,3,1.45,West,15.0,19.0,1004.2,26.8,96.0
2023,6,15,4,1.66,Calm,0.0,,1004.1,26.5,96.0
2023,6,15,5,1.82,East,12.0,18.0,1004.1,26.5,97.0
2023,6,15,6,1.93,East,10.0,15.0,1004.2,26.2,94.0
2023,6,15,7,2.03,East,12.0,17.0,1004.5,26.2,97.0
2023,6,15,8,2.01,East,8.0,12.0,1005.2,26.2,96.0
2023,6,15,9,1.87,East,7.0,11.0,1005.5,26.5,94.0
2023,6,15,10,1.6,East,9.0,12.0,1005.8,26.9,92.0
2023,6,15,11,1.26,East,9.0,11.0,1005.8,27.6,87.0
2023,6,15,12,0.95,East,6.0,9.0,1005.7,27.5,88.0
2023,6,15,13,0.74,Calm,0.0,,1005.3,27.1,94.0
2023,6,15,14,0.7,Calm,0.0,,1005.1,27.4,90.0
2023,6,15,15,0.78,West,16.0,20.0,1004.7,27.6,89.0
2023,6,15,16,0.91,West,11.0,15.0,1004.5,27.7,89.0
2023,6,15,17,1.04,Southwest,5.0,9.0,1004.0,27.9,87.0
2023,6,15,18,1.15,West,6.0,8.0,1003.8,28.3,85.0
2023,6,15,19,1.28,Calm,0.0,,1004.7,28.5,83.0
2023,6,15,20,1.37,East,8.0,12.0,1005.2,28.4,87.0
2023,6,15,21,1.37,East,9.0,12.0,1005.7,28.2,88.0
2023,6,15,22,1.31,East,6.0,11.0,1006.3,28.4,86.0
2023,6,15,23,1.19,East,5.0,7.0,1006.7,28.3,88.0
2023,6,15,24,1.1,East,6.0,9.0,1006.7,28.2,88.0
2023,6,16,1,1.07,West,11.0,18.0,1006.6,26.8,94.0
2023,6,16,2,1.19,Calm,0.0,,1005.8,26.6,94.0
2023,6,16,3,1.43,West,9.0,11.0,1005.2,26.5,91.0
2023,6,16,4,1.68,West,4.0,7.0,1005.1,26.3,94.0
2023,6,16,5,1.9,Calm,0.0,,1005.1,26.2,96.0
2023,6,16,6,2.02,Calm,0.0,,1005.5,26.3,96.0
2023,6,16,7,2.1,West,5.0,10.0,1006.0,26.5,94.0
2023,6,16,8,2.14,West,5.0,9.0,1006.6,26.7,94.0
2023,6,16,9,2.06,Calm,0.0,,1007.1,27.7,90.0
2023,6,16,10,1.85,Calm,0.0,,1007.7,27.9,85.0
2023,6,16,11,1.51,Variable,1.0,5.0,1007.2,27.7,91.0
2023,6,16,12,1.13,Calm,0.0,,1007.3,27.0,93.0
2023,6,16,13,0.78,West,12.0,30.0,1007.8,25.6,97.0
2023,6,16,14,0.57,West,12.0,17.0,1007.5,25.9,92.0
2023,6,16,15,0.55,West,9.0,14.0,1006.8,,93.0
2023,6,16,16,0.64,West,9.0,11.0,1006.2,26.2,89.0
2023,6,16,17,0.8,West,8.0,12.0,1006.7,26.2,87.0
2023,6,16,18,0.94,Calm,7.0,,1006.2,26.1,94.0
2023,6,16,19,1.07,Calm,8.0,,1006.7,26.2,93.0
2023,6,16,20,1.23,Calm,4.0,,1008.1,26.3,90.0
2023,6,16,21,1.32,Calm,0.0,,1008.6,26.1,93.0
2023,6,16,22,1.33,Southwest,1.0,7.0,1009.3,25.8,93.0
2023,6,16,23,1.27,Calm,0.0,,1009.6,25.3,93.0
2023,6,16,24,1.18,Calm,0.0,,1009.6,25.5,91.0
2023,6,17,1,1.13,Calm,0.0,,1009.3,25.3,93.0
2023,6,17,2,1.16,Calm,0.0,,1008.8,25.6,92.0
2023,6,17,3,1.35,East,8.0,12.0,1008.8,25.6,91.0
2023,6,17,4,1.62,East,8.0,12.0,1008.3,25.8,92.0
2023,6,17,5,1.89,East,8.0,10.0,1008.3,25.8,95.0
2023,6,17,6,2.08,East,5.0,9.0,1008.5,26.2,95.0
2023,6,17,7,2.16,East,9.0,12.0,1008.8,26.7,94.0
2023,6,17,8,2.21,East,3.0,7.0,1009.8,26.5,96.0
2023,6,17,9,2.2,East,11.0,15.0,1009.8,26.5,97.0
2023,6,17,10,2.05,East,9.0,15.0,1010.1,27.2,93.0
2023,6,17,11,1.77,East,10.0,12.0,1009.7,27.7,94.0
2023,6,17,12,1.38,East,18.0,24.0,1009.8,27.6,94.0
2023,6,17,13,0.98,East,12.0,24.0,1010.0,27.6,90.0
2023,6,17,14,0.62,Calm,0.0,,1009.7,26.3,96.0
2023,6,17,15,0.44,West,5.0,14.0,1009.5,25.3,95.0
2023,6,17,16,0.45,Southwest,6.0,12.0,1009.5,25.7,95.0
2023,6,17,17,0.57,East,6.0,12.0,1009.2,25.5,97.0
2023,6,17,18,0.75,East,9.0,14.0,1008.5,25.5,97.0
2023,6,17,19,0.9,Variable,3.0,7.0,1008.7,25.6,96.0
2023,6,17,20,1.06,East,5.0,9.0,1009.0,25.9,94.0
2023,6,17,21,1.23,East,8.0,12.0,1009.3,26.0,94.0
2023,6,17,22,1.3,East,13.0,17.0,1009.6,25.9,95.0
2023,6,17,23,1.31,East,12.0,15.0,1010.1,26.2,94.0
2023,6,17,24,1.24,East,6.0,10.0,1010.1,26.4,94.0
2023,6,18,1,1.18,East,5.0,9.0,1009.6,26.5,94.0
2023,6,18,2,1.17,East,8.0,11.0,1009.3,26.6,95.0
2023,6,18,3,1.26,East,3.0,7.0,1009.1,26.7,95.0
2023,6,18,4,1.51,Calm,0.0,,1008.8,27.1,93.0
2023,6,18,5,1.79,Calm,0.0,,1008.8,27.0,94.0
2023,6,18,6,2.05,Calm,7.0,,1009.0,27.2,94.0
2023,6,18,7,2.19,Variable,3.0,9.0,1009.3,26.7,97.0
2023,6,18,8,2.24,Calm,0.0,,1009.8,26.7,94.0
2023,6,18,9,2.27,East,6.0,17.0,1010.2,26.9,95.0
2023,6,18,10,2.19,Variable,1.0,7.0,1010.5,25.8,97.0
2023,6,18,11,2.0,Calm,0.0,,1010.7,26.3,95.0
2023,6,18,12,1.66,Calm,0.0,,1010.3,27.8,92.0
2023,6,18,13,1.24,Variable,3.0,10.0,1010.1,27.4,92.0
2023,6,18,14,0.83,Variable,1.0,7.0,1009.0,28.7,89.0
2023,6,18,15,0.5,West,9.0,19.0,1008.7,29.6,81.0
2023,6,18,16,0.37,West,8.0,15.0,1007.7,29.7,80.0
2023,6,18,17,0.4,West,3.0,7.0,1007.2,29.6,81.0
2023,6,18,18,0.56,Variable,1.0,7.0,1007.1,29.1,85.0
2023,6,18,19,0.75,West,4.0,9.0,1007.2,28.8,84.0
2023,6,18,20,0.91,East,5.0,9.0,1007.6,28.6,86.0
2023,6,18,21,1.1,Variable,1.0,8.0,1007.6,28.8,84.0
2023,6,18,22,1.24,East,5.0,9.0,1008.2,28.7,85.0
2023,6,18,23,1.29,East,4.0,7.0,1008.8,28.6,86.0
2023,6,18,24,1.27,Variable,1.0,6.0,1008.6,28.5,87.0
2023,6,19,1,1.21,Calm,0.0,,1008.1,28.4,87.0
2023,6,19,2,1.19,Calm,0.0,,1007.7,28.3,88.0
2023,6,19,3,1.22,Southwest,1.0,7.0,1007.2,28.4,87.0
2023,6,19,4,1.38,Northeast,1.0,5.0,1007.5,27.2,92.0
2023,6,19,5,1.65,Variable,1.0,9.0,1007.6,27.1,94.0
2023,6,19,6,1.94,Calm,0.0,,1007.7,27.6,92.0
2023,6,19,7,2.16,Variable,1.0,9.0,1008.1,27.3,94.0
2023,6,19,8,2.24,Variable,1.0,9.0,1008.5,27.7,92.0
2023,6,19,9,2.27,West,9.0,14.0,1009.1,28.2,87.0
2023,6,19,10,2.26,Southwest,5.0,16.0,1009.2,28.4,88.0
2023,6,19,11,2.14,Southwest,8.0,18.0,1008.8,29.5,80.0
2023,6,19,12,1.9,West,8.0,14.0,1009.1,30.4,75.0
2023,6,19,13,1.51,West,4.0,14.0,1008.2,30.8,73.0
2023,6,19,14,1.09,West,8.0,17.0,1007.1,31.3,76.0
2023,6,19,15,0.7,Southwest,8.0,14.0,1006.7,30.5,78.0
2023,6,19,16,0.42,West,8.0,12.0,1006.3,30.4,78.0
2023,6,19,17,0.35,Southwest,8.0,19.0,1005.7,30.7,76.0
2023,6,19,18,0.42,Variable,6.0,18.0,1005.7,31.3,76.0
2023,6,19,19,0.6,West,6.0,14.0,1006.2,30.3,77.0
2023,6,19,20,0.78,West,6.0,9.0,1006.5,29.8,81.0
2023,6,19,21,0.96,West,7.0,17.0,1006.7,29.7,80.0
2023,6,19,22,1.15,West,9.0,17.0,1007.0,29.4,83.0
2023,6,19,23,1.25,West,6.0,14.0,1007.6,29.5,80.0
2023,6,19,24,1.28,Variable,3.0,9.0,1007.7,29.4,79.0
2023,6,20,1,1.24,Variable,1.0,7.0,1007.5,29.3,82.0
2023,6,20,2,1.19,Calm,0.0,,1007.5,29.0,84.0
2023,6,20,3,1.21,Calm,5.0,,1007.1,28.5,87.0
2023,6,20,4,1.29,Variable,4.0,9.0,1006.7,28.3,88.0
2023,6,20,5,1.51,Southwest,3.0,9.0,1006.6,28.6,85.0
2023,6,20,6,1.78,Southwest,5.0,16.0,1006.7,27.8,92.0
2023,6,20,7,2.04,West,9.0,14.0,1007.2,28.3,87.0
2023,6,20,8,2.2,West,10.0,17.0,1007.5,28.9,84.0
2023,6,20,9,2.24,West,12.0,18.0,1007.8,29.6,80.0
2023,6,20,10,2.26,West,10.0,20.0,1008.0,30.0,78.0
2023,6,20,11,2.21,West,12.0,20.0,1008.1,,77.0
2023,6,20,12,2.05,West,14.0,30.0,1008.1,30.6,75.0
2023,6,20,13,1.76,West,14.0,28.0,1007.6,30.9,73.0
2023,6,20,14,1.36,West,16.0,29.0,1007.2,31.5,73.0
2023,6,20,15,0.96,West,14.0,26.0,1006.6,29.5,81.0
2023,6,20,16,0.6,West,12.0,26.0,1005.7,30.7,74.0
2023,6,20,17,0.4,West,11.0,22.0,1005.3,31.8,73.0
2023,6,20,18,0.38,West,8.0,12.0,1005.3,31.8,73.0
2023,6,20,19,0.48,West,9.0,17.0,1005.1,31.1,74.0
2023,6,20,20,0.68,Southwest,9.0,20.0,1005.7,30.5,79.0
2023,6,20,21,0.85,West,9.0,15.0,1006.7,30.3,80.0
2023,6,20,22,1.03,West,4.0,7.0,1007.6,30.2,80.0
2023,6,20,23,1.19,Southwest,6.0,12.0,1008.2,29.9,82.0
2023,6,20,24,1.26,Southwest,5.0,11.0,1008.3,29.7,83.0
2023,6,21,1,1.27,West,4.0,11.0,1007.8,29.6,83.0
2023,6,21,2,1.21,West,6.0,12.0,1007.2,29.5,82.0
2023,6,21,3,1.2,West,12.0,17.0,1007.2,29.4,82.0
2023,6,21,4,1.24,West,11.0,24.0,1007.1,29.4,82.0
2023,6,21,5,1.37,West,13.0,20.0,1007.1,29.4,81.0
2023,6,21,6,1.62,West,9.0,20.0,1007.6,28.9,87.0
2023,6,21,7,1.87,West,9.0,15.0,1008.1,28.9,86.0
2023,6,21,8,2.09,West,14.0,25.0,1008.5,29.0,86.0
2023,6,21,9,2.18,West,12.0,20.0,1008.6,29.7,80.0
2023,6,21,10,2.21,West,9.0,18.0,1008.2,30.4,77.0
2023,6,21,11,2.21,West,16.0,28.0,1008.2,30.5,76.0
2023,6,21,12,2.12,West,21.0,35.0,1008.2,31.1,72.0
2023,6,21,13,1.94,West,12.0,26.0,1007.7,31.7,73.0
2023,6,21,14,1.61,West,17.0,27.0,1007.6,31.9,71.0
2023,6,21,15,1.22,,,,1007.1,31.9,73.0
2023,6,21,16,0.85,West,21.0,28.0,1006.6,31.3,74.0
2023,6,21,17,0.55,West,19.0,27.0,,31.6,74.0
2023,6,21,18,0.42,West,15.0,27.0,1005.7,31.2,74.0
2023,6,21,19,0.44,Variable,5.0,15.0,1006.1,30.7,75.0
2023,6,21,20,0.58,West,5.0,9.0,1006.7,30.3,78.0
2023,6,21,21,0.77,West,6.0,15.0,1007.1,30.1,78.0
2023,6,21,22,0.93,West,8.0,14.0,1007.6,30.1,78.0
2023,6,21,23,1.1,Southwest,7.0,17.0,1008.1,29.9,79.0
2023,6,21,24,1.21,West,8.0,12.0,1008.1,29.6,80.0
2023,6,22,1,1.27,West,5.0,10.0,1008.0,29.6,80.0
2023,6,22,2,1.25,West,8.0,17.0,1008.0,29.5,82.0
2023,6,22,3,1.21,West,10.0,17.0,1007.7,29.5,80.0
2023,6,22,4,1.22,West,9.0,17.0,1007.2,29.4,82.0
2023,6,22,5,1.28,West,8.0,14.0,1007.1,29.5,80.0
2023,6,22,6,1.46,West,12.0,22.0,1007.2,29.3,82.0
2023,6,22,7,1.7,West,10.0,18.0,1007.7,29.4,81.0
2023,6,22,8,1.92,West,14.0,24.0,1007.8,29.3,82.0
2023,6,22,9,2.08,West,8.0,17.0,1007.8,29.7,82.0
2023,6,22,10,2.14,West,6.0,11.0,1008.0,30.3,77.0
2023,6,22,11,2.15,West,12.0,18.0,1008.2,30.3,78.0
2023,6,22,12,2.12,West,14.0,23.0,1008.1,30.8,75.0
2023,6,22,13,2.01,West,14.0,22.0,1007.7,29.5,84.0
2023,6,22,14,1.79,West,18.0,29.0,1007.3,31.1,75.0
2023,6,22,15,1.46,West,16.0,26.0,1007.0,31.4,72.0
2023,6,22,16,1.1,West,19.0,30.0,1006.1,32.0,68.0
2023,6,22,17,0.77,West,11.0,20.0,1005.7,31.8,70.0
2023,6,22,18,0.54,Southwest,7.0,18.0,1005.5,31.0,74.0
2023,6,22,19,0.48,Variable,5.0,17.0,1005.7,30.7,73.0
2023,6,22,20,0.54,Southwest,6.0,15.0,1006.2,30.3,77.0
2023,6,22,21,0.7,West,6.0,19.0,1006.6,30.1,78.0
2023,6,22,22,0.86,West,3.0,9.0,1007.0,30.0,79.0
2023,6,22,23,1.02,Variable,1.0,11.0,1007.7,29.9,80.0
2023,6,22,24,1.16,Southwest,8.0,17.0,1007.6,29.8,79.0
2023,6,23,1,1.24,Calm,0.0,,1007.2,29.6,78.0
2023,6,23,2,1.28,Variable,1.0,7.0,1007.0,29.6,79.0
2023,6,23,3,1.26,Variable,7.0,13.0,1006.6,29.5,80.0
2023,6,23,4,1.23,Southwest,4.0,12.0,1006.0,29.5,80.0
2023,6,23,5,1.26,South,7.0,17.0,1006.0,29.5,80.0
2023,6,23,6,1.34,Variable,4.0,11.0,1005.7,28.1,91.0
2023,6,23,7,1.53,West,5.0,11.0,1006.0,28.4,89.0
2023,6,23,8,1.74,Variable,1.0,9.0,1006.7,28.7,88.0
2023,6,23,9,1.93,Calm,0.0,,1006.8,29.1,85.0
2023,6,23,10,2.03,Southwest,7.0,15.0,1007.2,30.1,80.0
2023,6,23,11,2.06,Variable,8.0,27.0,1007.1,30.7,75.0
2023,6,23,12,2.06,West,4.0,12.0,1006.8,30.8,75.0
2023,6,23,13,2.0,South,8.0,19.0,1006.5,31.0,75.0
2023,6,23,14,1.87,West,5.0,12.0,1006.6,30.8,75.0
2023,6,23,15,1.64,West,8.0,15.0,1006.2,30.7,
2023,6,23,16,1.32,West,6.0,14.0,1006.1,30.9,76.0
2023,6,23,17,1.0,Southwest,8.0,20.0,1006.0,30.6,78.0
2023,6,23,18,0.72,Southwest,5.0,9.0,1006.0,30.4,78.0
2023,6,23,19,0.57,Variable,1.0,9.0,1005.7,30.3,78.0
2023,6,23,20,0.56,West,6.0,17.0,1006.3,30.1,81.0
2023,6,23,21,0.66,Calm,10.0,,1006.5,30.2,81.0
2023,6,23,22,0.81,Calm,5.0,,1006.7,30.0,82.0
2023,6,23,23,0.96,Variable,3.0,10.0,1007.2,29.9,82.0
2023,6,23,24,1.1,Variable,4.0,11.0,1007.5,29.8,84.0
2023,6,24,1,1.22,Variable,1.0,7.0,1007.1,29.6,84.0
2023,6,24,2,1.29,Calm,0.0,,1007.0,29.6,82.0
2023,6,24,3,1.31,West,6.0,11.0,1006.2,29.4,82.0
2023,6,24,4,1.29,Variable,3.0,11.0,1006.0,29.3,83.0
2023,6,24,5,1.28,South,4.0,14.0,1006.1,28.9,88.0
2023,6,24,6,1.3,Calm,1.0,,1006.3,29.0,85.0
2023,6,24,7,1.39,East,5.0,13.0,1006.2,29.1,86.0
2023,6,24,8,1.56,Variable,3.0,9.0,1007.0,29.4,83.0
2023,6,24,9,1.74,Variable,3.0,11.0,1007.3,29.6,82.0
2023,6,24,10,1.88,Variable,1.0,8.0,1007.6,30.1,80.0
2023,6,24,11,1.94,Southwest,6.0,14.0,1007.5,30.4,79.0
2023,6,24,12,1.95,North,6.0,11.0,1007.7,30.9,79.0
2023,6,24,13,1.93,West,10.0,18.0,1007.7,30.1,80.0
2023,6,24,14,1.87,West,5.0,12.0,1007.1,30.4,79.0
2023,6,24,15,1.73,West,10.0,20.0,1006.7,30.4,78.0
2023,6,24,16,1.49,West,23.0,37.0,1006.7,27.8,85.0
2023,6,24,17,1.21,Calm,0.0,,1006.2,28.1,90.0
2023,6,24,18,0.93,Variable,4.0,10.0,1006.6,27.9,92.0
2023,6,24,19,0.72,Calm,0.0,,1006.6,27.9,89.0
2023,6,24,20,0.63,Calm,0.0,,1007.3,27.5,92.0
2023,6,24,21,0.66,Calm,0.0,,1007.5,28.3,88.0
2023,6,24,22,0.78,Variable,1.0,7.0,1008.1,28.2,90.0
2023,6,24,23,0.92,Calm,0.0,,1008.6,28.6,89.0
2023,6,24,24,1.06,East,9.0,14.0,1008.8,28.7,89.0
2023,6,25,1,1.19,East,8.0,15.0,1008.5,28.1,88.0
2023,6,25,2,1.29,West,6.0,11.0,1008.2,26.2,92.0
2023,6,25,3,1.36,Calm,0.0,,1007.8,26.6,94.0
2023,6,25,4,1.37,East,5.0,11.0,1007.5,26.7,95.0
2023,6,25,5,1.35,East,12.0,17.0,1007.3,27.0,95.0
2023,6,25,6,1.33,East,9.0,11.0,1007.7,27.1,94.0
2023,6,25,7,1.34,Calm,0.0,,1008.2,27.3,94.0
2023,6,25,8,1.42,East,5.0,11.0,1008.5,28.1,89.0
2023,6,25,9,1.55,East,14.0,20.0,1008.8,28.7,86.0
2023,6,25,10,1.69,East,15.0,18.0,1008.7,29.7,82.0
2023,6,25,11,1.78,Northeast,5.0,10.0,1009.0,29.5,84.0
2023,6,25,12,1.81,Variable,5.0,14.0,1008.6,30.6,77.0
2023,6,25,13,1.82,East,12.0,19.0,1008.0,32.0,71.0
2023,6,25,14,1.79,East,19.0,26.0,1007.6,32.8,68.0
2023,6,25,15,1.72,East,10.0,20.0,1007.6,31.9,72.0
2023,6,25,16,1.58,East,11.0,18.0,1007.2,31.4,71.0
2023,6,25,17,1.37,East,10.0,20.0,1007.2,31.1,79.0
2023,6,25,18,1.13,East,9.0,14.0,1007.1,30.8,75.0
2023,6,25,19,0.9,East,6.0,15.0,1007.6,30.3,76.0
2023,6,25,20,0.75,East,8.0,12.0,1008.3,29.9,80.0
2023,6,25,21,0.7,East,6.0,11.0,1009.1,29.7,81.0
2023,6,25,22,0.77,East,11.0,16.0,1009.1,29.5,84.0
2023,6,25,23,0.9,East,11.0,15.0,1009.7,29.3,82.0
2023,6,25,24,1.04,East,12.0,17.0,1009.6,29.1,84.0
2023,6,26,1,1.19,East,10.0,14.0,1009.0,28.9,85.0
2023,6,26,2,1.3,East,8.0,11.0,1008.5,28.9,86.0
2023,6,26,3,1.4,East,10.0,17.0,1008.0,28.7,87.0
2023,6,26,4,1.45,East,6.0,9.0,1007.8,28.6,87.0
2023,6,26,5,1.45,East,12.0,18.0,1007.8,28.3,86.0
2023,6,26,6,1.41,Calm,0.0,,1008.1,27.3,94.0
2023,6,26,7,1.37,North,3.0,12.0,1008.3,26.7,96.0
2023,6,26,8,1.36,East,6.0,7.0,1008.7,26.8,94.0
2023,6,26,9,1.4,Calm,0.0,,1009.0,27.0,95.0
2023,6,26,10,1.48,East,9.0,14.0,1009.1,28.0,92.0
2023,6,26,11,1.58,East,9.0,12.0,1009.2,29.6,85.0
2023,6,26,12,1.63,East,11.0,17.0,1009.2,30.7,78.0
2023,6,26,13,1.66,East,17.0,20.0,1008.7,31.3,69.0
2023,6,26,14,1.66,East,22.0,26.0,1008.5,31.2,73.0
2023,6,26,15,1.64,East,23.0,29.0,1007.8,32.4,73.0
2023,6,26,16,1.58,East,22.0,26.0,1007.2,32.9,70.0
2023,6,26,17,1.45,East,17.0,22.0,1007.5,31.4,76.0
2023,6,26,18,1.28,,,,,,
2023,6,26,19,1.07,,,,1008.1,30.3,81.0
2023,6,26,20,0.9,East,15.0,18.0,1008.6,29.9,81.0
2023,6,26,21,0.8,East,14.0,18.0,1009.1,29.5,82.0
2023,6,26,22,0.8,East,10.0,14.0,1009.6,29.4,83.0
2023,6,26,23,0.9,East,11.0,17.0,1009.8,29.2,85.0
2023,6,26,24,1.03,East,17.0,25.0,1009.7,29.0,84.0
2023,6,27,1,1.19,East,11.0,17.0,1009.6,28.9,84.0
2023,6,27,2,1.33,East,14.0,22.0,1009.2,28.7,85.0
2023,6,27,3,1.45,East,12.0,20.0,1008.7,28.6,86.0
2023,6,27,4,1.54,East,10.0,15.0,1008.2,28.5,86.0
2023,6,27,5,1.56,East,10.0,14.0,1008.1,28.3,87.0
2023,6,27,6,1.53,East,10.0,15.0,1008.2,28.1,88.0
